HASH_KEY,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,ESTIMATED_CONSUMPTION_ELEC_DAY,ESTIMATED_CONSUMPTION_ELEC_NIGHT,ESTIMATED_CONSUMPTION_TOTAL
de97302af533f4845d353adaa23b1c15ec4e8d117ceb5f3293eb1f31990b4eb7,45-54,"0-9,999",Single Adult Household,1,2,3,Skilled Manual Worker,Employed,GCSE Equivalent,Social Renting,Flat or Maisonette,250-500k,Unknown,EDF Essentials,2932,0,2932
b1774c07a9f576b57e48136aba428dadc0c980e9a077f4d12bbd41cbef2c63ef,55-64,"50,000-74,999",Couple Household,0,2,4,Office Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Deemed,1717,0,1717
da45e0a80966cd4b9f5ca6c0193a03398e28a307a4e8333d82bd90b9c3e31142,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deemed,7699,0,7699
e6067aa4f1bf0d7612f3ac2ab29c5cfb5bdcc9fdbf27f9bcad718c7742659fcd,45-54,"0-9,999",Couple Household,1,5+,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,0-100k,Social grade D,Standard,3812,0,3812
35495a197b8e56b528431f1cd06d00cab232ebafaef3237033e31b02731675ab,25-34,"50,000-74,999",Single Adult Household,0,1,1,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Deemed,1445,0,1445
c3665e3f2cf03cc2dba7712a2ed6060c8986ecaa99c923886e5c5c0add784022,35-44,"10,000-19,999",Single Adult Household,Unknown,3-4,1,Skilled Manual Worker,Employed,Secondary Education or Less,Social Renting,Flat or Maisonette,0-100k,Unknown,Standard,939,0,939
8066be6b59ed418ff4de95c1ee235c650ae471d597ee85ee6c376d163b707b6d,45-54,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,7186,0,7186
5de58e369684c2d6c8637c69885d03a05310e1412a5f5f51b3939aa9cfc5c32b,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,4565,0,4565
b0f9057f744a6c1435523deec375a7a1b8c6627d62894810e43695db82a10a86,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,EDF Essentials,4309,0,4309
231bc6281b528e253387f2d302da1e9363e298f3dc3807a05af9a9d0465a8570,65-74,"20,000-29,999",Single Adult Household,1,3-4,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Essentials Exclusive,4242,0,4242
228a1f50501f48424ab2be73944417d3420e96af01b7fb30bfc4a39b22cc0466,35-44,"75,000-99,999",Couple Household,2+,5+,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Easy Online,6468,0,6468
b237c78cba1bd5f051bb6838c659f57342def4d9efa5c37c7c62e1eadd567421,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Safeguard Assist,1610,0,1610
08679c8df992979c3d276f09cbe9eb0550b6f46c80ac527185ae5e4e25218ff3,55-64,"30,000-39,999",Couple Household,0,2,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,2123,0,2123
a1c9a7fb4d0c0b0e4fa003f926c17a628b7c49be811526d9fd2689b31502d488,25-34,"40,000-49,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Deemed,8543,0,8543
5d54d5e285e330796f5f660d24079d49187ce25dc2fa3f6406536f6b111aaa0b,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,4793,0,4793
0471d1e3eae11769c6e011a3b52bca559ceb72d365655e0d841b71c57b62c0f0,55-64,"10,000-19,999",Couple Household,Unknown,3-4,3,Looking after home,Not Employed,Secondary Education or Less,Social Renting,Semi-Detached House,100-150k,Unknown,Standard,2599,0,2599
8c838076d6a899f7d85329c51a378ee48b20798ce8b27a1253e39569eeb689df,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Total Service,2919,0,2919
d2b630c89370c60bead3a251cccaf1f13417b9b8ed9ef9c84929db786a3178a7,65-74,"100,000+",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Fix Total Service,1790,0,1790
13efd768bb9ed3ebef3bc476bd65455fb3a7bdf37e2e1b796223e5510e34ae73,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Deemed,2444,0,2444
ed4a7a5d1c345e76232b36764f6aaa946261feeae1615a5804923c652deb7a8b,45-54,"20,000-29,999",Single Adult Household,0,1,2,Office Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,EDF Essentials,1761,0,1761
e6894846fe45c702ab9ec9e2e688fde0d7044a522c041885835229bdabc049c8,65-74,"20,000-29,999",Single Adult Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,2456,0,2456
91cfaae37eadceef055d3735f3a5bea3b8f62070233a79315fb9c2e4b15deedd,45-54,"40,000-49,999",Couple Household,1,2,2,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Deemed,1954,0,1954
e22fc657ddcbaceb403b211ac74d1b877d470fca40fe5ce9054a8b1e680ef97b,65-74,"30,000-39,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,4129,0,4129
372dc9613f2f457f1716cee6f00fca5eea4cb378ea2bd78682a6b84e66a973d3,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,7328,0,7328
836019943b36a49e31957a66fd557a700d12d27dc5bc2af4bc618150ac2280e2,25-34,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade B,Standard,5685,0,5685
68dcf98216b15ad4e74c287a1581d9ad4c767f5c25327a44f3e59d724212969b,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Deemed,1529,0,1529
b0944112e09ff8c99ee841998358735ff5cc745f720e043baf2ec89a0059a606,35-44,"50,000-74,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,150-250k,Social grade C1,Deemed,1837,0,1837
be60e9912cfae6a73c45d914a2f4dd01312d938a6c68e08009af830f4155e723,55-64,"50,000-74,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,2721,0,2721
8e99a105f8cef48dfb9a1ac06cffd67ed01ccea22630ea5bbbc100ae7745a834,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,1585,0,1585
6e64f8d23e2a4bb40c651e4559c2cad88a0402a2cef3984754ce1e7c1c66053c,55-64,"100,000+",Couple Household,0,2,4,Office Worker,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade C1,EDF Essentials,2475,0,2475
e8a7cf7a85670d007e99012b00125b3c137b6af20579df65843cfb821e6278fc,55-64,"10,000-19,999",Single Adult Household,0,1,1,Looking after home,Not Employed,Secondary Education or Less,Social Renting,Terraced House,100-150k,Social grade D,EDF Essentials,4484,0,4484
6c5c375c0ec923ba40e365c381b6a7319bde984bc18cfa4f647f2c9322a4deda,55-64,"75,000-99,999",Couple Household,2+,3-4,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,4203,0,4203
c5ac828231e377e7985cde62a6b252007b236fd1df0c356aaf8694d03230ac91,65-74,"40,000-49,999",Single Adult Household,0,2,3,Retired,Not Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,1205,0,1205
83157ef61ab4e68ce59e397b67363675264b13362485a65f64e8e423e363bc4e,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,2733,0,2733
59c914a02bcbe96ab0bcb4f51d07e292d62b98a709339a318f2c0ca123297abc,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,2840,0,2840
0412d054f4681d810182dcc8b414e6f98088704b39a1268985229c4fe450865f,25-34,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Easy Online,4553,0,4553
d662db4425afa09d8db12c37702a5eee61ae3fab67b33fb7c89aca522d4073c7,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,2711,0,2711
5cdb0c6e222e7a51f3d399e1d73b5d2ee39e067e0900b81b2d2ac97ab929018d,55-64,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Deemed,4503,0,4503
dd51f3795716a0ad8a3e3a186aad67e90a0a4162c6057e652ed056050273fa8d,55-64,"30,000-39,999",Couple Household,0,2,2,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,EDF Essentials,1052,0,1052
2e466753e9ceb7625a10c99f73ef0a528537b9205ed540e8b9f4de72eb055cd4,45-54,"50,000-74,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Standard,650,0,650
ef4e978ed6ce6ef72f6c236c41aa14769410a7374ac84bba743ff3a0a89d0e5e,65-74,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,GCSE Equivalent,Owner Occupied,Flat or Maisonette,100-150k,Social grade C1,Fix Total Service,1588,0,1588
6d276e6534d5c9c591c2f35a4c16c2e848d8b1984e7e5bb8ad80d1d782318617,55-64,"40,000-49,999",Single Adult Household,0,2,2,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,4360,0,4360
26af62ffa9d0864365b8e0996ae3d9361ec290214867027364a81322d3c84e40,45-54,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade C1,Standard,3085,0,3085
6c06a11b6510951697c8993cde4d87d808376b12112cefa434f24eef6485cc06,65-74,"100,000+",Couple Household,1,3-4,5+,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade A,Standard,11713,0,11713
0eeb1936462634a50a6de634b8bd3c3bb079d1787058e21276a028c65c006926,55-64,"20,000-29,999",Couple Household,0,2,2,Service Sector,Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Standard,2704,0,2704
7c04b36f0bf0f1f92dd31f2bfd280439732b96ff1a8793ccccfc286cadd6d29d,45-54,"100,000+",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,3468,0,3468
31da1ff1b27a17571844adcea4121d8f636f55efc4cef172684e112dff010d7f,55-64,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,2675,0,2675
5c6cf8cee76c28a561a6af6909f33935b86e1536e94ba06d387bd6e8ebe8e643,35-44,"50,000-74,999",Single Adult Household,1,2,2,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,3220,0,3220
dc246253a6da6de165a5107e6c6664a69b111d3e0d40712e2e2f08eabeb0d025,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,9515,0,9515
d3b5ec243f4bf98ba2e87ccfe08319078097e2f0fda2775ae920873996942e32,45-54,"75,000-99,999",Couple Household,1,2,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,2916,0,2916
13fedd701678971ce69a96bdf32041b7d1a07f7d7dd4cca7bfcecf00b5058e39,25-34,"75,000-99,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade C1,EDF Essentials,3429,0,3429
c85d59c6b8de8c4af8c99788bace85466e40bf23c70a2736129e8e374f664c92,65-74,"75,000-99,999",Single Adult Household,0,1,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade C1,Standard,4897,0,4897
a78f8390f4a281239a4ad24f7900a282469e19dc73ced48d0f5847176a5aceff,65-74,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,500k+,Social grade B,EDF Essentials,1576,0,1576
6c5975475eae27a8e38800e1ae0d2261caf6bb0dcc247cac37be42dc91809594,65-74,"50,000-74,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,1785,0,1785
0472f20c6b66663dae962ca8cddd38c2b051d0c01f0b096166b941dafd369d26,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,4553,0,4553
6f0837c2bec422d91b60c99c0bb3ef28d47f8bef3012d311656713d120e5e261,65-74,"40,000-49,999",Single Adult Household,0,1,2,Retired,Not Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,500k+,Social grade C1,Standard,1922,0,1922
1f793c0212ba214e05e48254e17333e33da6ff472c712349d5493fa5725f3e26,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,3976,0,3976
e1f584db6785cae315662014aee15f2dc38a716b05b95783859b5af02e598833,65-74,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade C1,EDF Essentials,2871,0,2871
7dc6ac8882acdb53dd34349d220a014285e823980ab2add8af4e379378627612,45-54,"50,000-74,999",Couple Household,0,2,3,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,3105,0,3105
7ee0949ac623790fec262b654b4384c8305464a04f8cc62b5f2f6df407af2e3e,65-74,"40,000-49,999",Couple Household,0,2,3,Retired,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Standard,1016,0,1016
cdbc4d3f73ab5c2ecd11d1eec2a5a3fa0fbdb04756d4a293690b576963a1f1f5,55-64,"100,000+",Couple Household,0,2,4,Director/Managerial,Employed,University Degree or Higher,Private Renting,Detached House,500k+,Social grade B,EDF Essentials,12261,0,12261
56a9fb13f693eabc9778810e3461d811d670406c6d0c4a8081979e016af44493,45-54,"10,000-19,999",Single Adult Household,1,3-4,2,Service Sector,Employed,GCSE Equivalent,Social Renting,Terraced House,100-150k,Unknown,Standard,2308,0,2308
8d12eca6db8ba39ff7b52976a72b3602328393ad49e8f0d509aaa1298b074d51,18-24,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Fix Total Service,5343,0,5343
635c42deeed0f02599456098ea86c1bf2e22ea65b55b60dd2f933c5459ec4d17,55-64,"50,000-74,999",Couple Household,0,2,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,2540,0,2540
b0b94f15c31f52ee5c8a326b227e195d9f12cd164a283a0432834af604ea5107,35-44,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,500k+,Social grade C2,Standard,2568,0,2568
91f59759191ce53e5c8f8f8b7c4059f104cf411f7033277249e8573a74360368,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Standard,1513,0,1513
9e681393850acf95a3ebeb86b924d836e3eaf548e1f58a55afd9d7e430daf954,65-74,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Social Renting,Terraced House,100-150k,Unknown,EDF Essentials,2080,0,2080
67f48f633fd00c57091c34b7f973ab59306a1a049fb8e698a55f9bde4474a8d7,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Safeguard Assist,2623,0,2623
38f60601b8ebcba0ecf96c5018793034a958910302fe9c5ab89a28af361bd54d,45-54,"100,000+",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,8274,0,8274
247487900193a0d0018e9d1700234d6ffff42006983b9e9d72aeefc85d61230c,25-34,"100,000+",Multi-Occupancy Household,1,5+,5+,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,500k+,Social grade B,Standard,3571,0,3571
f7b599c9e3dd70451da3205f6dcb77f9f2a3a467b154bf299270a6c065b7b267,55-64,"75,000-99,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade C2,EDF Essentials,2840,0,2840
a9ea73497b81f01d4c9823a8849592b8b2c1914f9f3387414853d049f221a55c,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,EDF Essentials,3077,0,3077
3f4cb60b83e643eb8387b0680679664e9c847c5ebf82b4e504059efe62b0c07a,35-44,"50,000-74,999",Couple Household,2+,3-4,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade B,Deemed,5571,0,5571
cb5bc0822fde83292535c0116538278ce8cbb2647a5bee76e7eee6190849dea7,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,2235,0,2235
ada32c2cabbf99771c3295b9f2ad2682e11b0ac6dfdcf82b2e894a252af50d91,55-64,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,5266,0,5266
05b4aa1ede9b29285644b0ba4293a5906334577e49808f8fd05133d8f5fc786a,25-34,"20,000-29,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,150-250k,Social grade C1,EDF Essentials,1537,0,1537
d45c673e0bc599c07b22e7887692f778678baea93af80d6a79cab2a68762c5b0,35-44,"75,000-99,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade B,Standard,2209,0,2209
f684f319538ef08d426c865b1f2be8cc045842eaff8cbd0f4c0a09466810d108,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,3976,0,3976
18b5ae3baef3d8724f499eff3e5fb95dd63585fc237daba2d90daf580befbaf5,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,2005,0,2005
e426afd132b63181637e0aa8134d1c865197501af6cccc30540f14502194e7b9,55-64,"40,000-49,999",Couple Household,0,2,4,Office Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,2607,0,2607
ab458d022cb7ce6713f75d4ac1248b7f303e0e696da542059bb6ecbd3a4c7ff5,65-74,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,1434,0,1434
3918f788528327f24130068fbe4582a1e62595f2c9718d38ee205d392c003dbe,75+,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Social Renting,Terraced House,150-250k,Unknown,Standard,1427,0,1427
6c3600dbec5607d453566e52ad76b9d6af7736396ce1d04cbe67e059a648d17a,45-54,"50,000-74,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,3828,0,3828
